,Date,Original premiere,Directors,Normalised title,Composer,Multiple bill,Multiple bill,Season,Occasion,Language,Dutch,German
206,1896-12-01,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
207,1896-12-05,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
208,1896-12-15,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,G,German,False,True
209,1896-12-17,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
210,1896-12-19,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,G,Dutch,True,False
211,1896-12-22,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,BedÅich	Smetana,False,False,1896-1897,N,other,False,False
212,1896-12-23,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
213,1896-12-29,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,BedÅich	Smetana,False,False,1896-1897,N,other,False,False
214,1897-01-02,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
215,1897-01-05,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
216,1897-01-09,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,False,1896-1897,N,German,False,True
217,1897-01-10,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
218,1897-01-12,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,False,1896-1897,N,German,False,True
219,1897-01-16,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
220,1897-01-19,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
221,1897-01-21,?,Edward Keurvels & Henry Fontaine,?,?,False,False,1896-1897,N,other,False,False
222,1897-01-23,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
223,1897-01-26,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
224,1897-01-30,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,False,1896-1897,N,German,False,True
225,1897-01-31,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
226,1897-02-02,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
227,1897-02-04,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,False,1896-1897,N,German,False,True
228,1897-02-06,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,False,1896-1897,N,German,False,True
229,1897-02-09,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
230,13/02/1923,1852,Edward Keurvels & Henry Fontaine,De Beiaardspeler van Brugge,Albert Grisar,False,False,1922-1923,G,other,False,False
231,1897-02-16,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
232,1897-02-19,1852,Edward Keurvels & Henry Fontaine,De Beiaardspeler van Brugge,Albert Grisar,False,False,1896-1897,N,other,False,False
233,1897-02-23,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
234,1897-02-25,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,False,1896-1897,N,German,False,True
235,1897-03-02,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
236,1897-03-06,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,G,Dutch,True,False
237,1897-03-09,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
238,1897-03-11,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
239,1897-03-13,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,False,1896-1897,N,German,False,True
240,1897-03-20,1896,Edward Keurvels & Henry Fontaine,Ingo,Philipp Rüfer,False,False,1896-1897,G,German,False,True
241,1897-03-23,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
242,1897-03-27,1896,Edward Keurvels & Henry Fontaine,Ingo,Philipp Rüfer,False,False,1896-1897,N,German,False,True
243,1897-03-28,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
244,1897-03-30,1896,Edward Keurvels & Henry Fontaine,Ingo,Philipp Rüfer,False,False,1896-1897,N,German,False,True
245,1897-04-03,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1896-1897,N,German,False,True
246,1897-04-01,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1896-1897,N,Dutch,True,False
247,1897-10-02,1810,Edward Keurvels & Henry Fontaine,Silvana,Carl Maria von Weber,False,False,1897-1898,G,German,False,True
248,1897-10-05,1810,Edward Keurvels & Henry Fontaine,Silvana,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
249,1897-10-09,1810,Edward Keurvels & Henry Fontaine,Silvana,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
250,1897-10-14,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1897-1898,N,German,False,True
251,1897-10-16,1810,Edward Keurvels & Henry Fontaine,Silvana,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
252,1897-10-19,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
253,1897-10-26,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
254,1897-10-28,1810,Edward Keurvels & Henry Fontaine,Silvana,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
255,1897-11-02,1852,Edward Keurvels & Henry Fontaine,De Beiaardspeler van Brugge,Albert Grisar,False,False,1897-1898,N,other,False,False
256,1897-11-06,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,False,1897-1898,N,other,False,False
257,1897-11-09,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1897-1898,N,German,False,True
258,1897-11-13,1852,Edward Keurvels & Henry Fontaine,De Beiaardspeler van Brugge,Albert Grisar,False,False,1897-1898,N,other,False,False
259,1897-11-16,1810,Edward Keurvels & Henry Fontaine,Silvana,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
260,1897-11-18,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,False,1897-1898,N,other,False,False
261,1897-11-20,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,BedÅich	Smetana,False,False,1897-1898,N,other,False,False
262,1897-11-23,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1897-1898,N,German,False,True
263,1897-11-27,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
264,1897-11-30,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
265,1897-12-02,1852,Edward Keurvels & Henry Fontaine,De Beiaardspeler van Brugge,Albert Grisar,False,False,1897-1898,N,other,False,False
266,1897-12-04,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
267,1897-12-07,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,False,1897-1898,N,German,False,True
268,1897-12-11,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,False,1897-1898,N,German,False,True
269,1897-12-14,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,G,Dutch,True,False
270,1897-12-18,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
271,1897-12-21,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,False,1897-1898,N,German,False,True
272,1897-12-23,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
273,1897-12-26,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
274,1897-12-28,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
275,1898-01-01,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
276,1898-01-04,?,Edward Keurvels & Henry Fontaine,Diana,Ed. Beyls,True,True,1897-1898,G,other,False,False
277,1898-01-04,1898,Edward Keurvels & Henry Fontaine,Lika,Arthur Van Oost,True,True,1897-1898,G,Dutch,True,False
278,1898-01-06,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1897-1898,N,German,False,True
279,1898-01-11,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
280,1898-01-08,?,Edward Keurvels & Henry Fontaine,Diana,Ed. Beyls,True,True,1897-1898,N,other,False,False
281,1898-01-08,1898,Edward Keurvels & Henry Fontaine,Lika,Arthur Van Oost,True,True,1897-1898,N,Dutch,True,False
282,1898-01-15,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
283,1898-01-18,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
284,1898-01-22,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,G,Dutch,True,False
285,1898-01-25,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,BedÅich	Smetana,False,False,1897-1898,N,other,False,False
286,1898-01-29,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1897-1898,N,German,False,True
287,1898-02-01,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
288,1898-02-08,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,G,German,False,True
289,1898-02-10,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
290,1898-02-12,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
291,1898-02-15,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
292,1898-02-19,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
293,1898-02-22,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
294,1898-02-26,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
295,1898-03-01,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
296,1898-03-03,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
297,1898-03-05,1849,Edward Keurvels & Henry Fontaine,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1897-1898,N,German,False,True
298,1898-03-08,1849,Edward Keurvels & Henry Fontaine,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1897-1898,N,German,False,True
299,1898-03-12,1849,Edward Keurvels & Henry Fontaine,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1897-1898,N,German,False,True
300,1898-03-15,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1897-1898,N,German,False,True
301,1898-03-17,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
302,1898-03-20,1896,Edward Keurvels & Henry Fontaine,Herbergprinses,Jan Blockx,False,False,1897-1898,N,Dutch,True,False
303,1898-03-19,1849,Edward Keurvels & Henry Fontaine,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1897-1898,N,German,False,True
304,1898-03-22,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
305,1898-03-26,1850,Edward Keurvels & Henry Fontaine,Lohengrin,Richard Wagner,False,False,1897-1898,N,German,False,True
306,1898-03-29,1875,Edward Keurvels & Henry Fontaine,De Koningin van Saba,Carl Goldmark,False,False,1897-1898,N,German,False,True
307,1898-04-02,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,False,1897-1898,N,German,False,True
308,1898-10-01,1787,Karel van Walle,Don Juan,Wolfgang Amadeus Mozart,False,False,1898-1899,G,other,False,False
309,1898-10-04,1787,Karel van Walle,Don Juan,Wolfgang Amadeus Mozart,False,False,1898-1899,N,other,False,False
310,1898-10-08,1845,Karel van Walle,Tannhauser,Richard Wagner,False,False,1898-1899,N,German,False,True
311,1898-10-11,1791,Karel van Walle,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1898-1899,N,German,False,True
312,1898-10-15,1845,Karel van Walle,Tannhauser,Richard Wagner,False,False,1898-1899,N,German,False,True
313,1898-10-18,1787,Karel van Walle,Don Juan,Wolfgang Amadeus Mozart,False,False,1898-1899,N,other,False,False
314,1898-10-22,1845,Karel van Walle,Tannhauser,Richard Wagner,False,False,1898-1899,N,German,False,True
315,1898-10-25,1884,Karel van Walle,De Trompetter van Sakkingen,Viktor Ernst Nessler,False,False,1898-1899,N,German,False,True
316,1898-10-27,1884,Karel van Walle,De Trompetter van Sakkingen,Viktor Ernst Nessler,False,False,1898-1899,N,German,False,True
317,1898-10-29,1821,Karel van Walle,De Vrijschutter,Carl Maria von Weber,False,False,1898-1899,N,German,False,True
318,1898-11-01,1884,Karel van Walle,De Trompetter van Sakkingen,Viktor Ernst Nessler,False,False,1898-1899,N,German,False,True
319,1898-11-05,1884,Karel van Walle,De Trompetter van Sakkingen,Viktor Ernst Nessler,False,False,1898-1899,N,German,False,True
320,1898-11-08,1805,Karel van Walle,Fidelio,Ludwig van Beethoven,False,False,1898-1899,N,German,False,True
321,1898-11-12,1884,Karel van Walle,De Trompetter van Sakkingen,Viktor Ernst Nessler,False,False,1898-1899,N,German,False,True
322,1898-11-15,1845,Karel van Walle,Tannhauser,Richard Wagner,False,False,1898-1899,N,German,False,True
323,1898-11-19,1787,Karel van Walle,Don Juan,Wolfgang Amadeus Mozart,False,False,1898-1899,N,other,False,False
324,1898-11-22,1875,Karel van Walle,Het Gouden Kruis,Ignaz Brüll,False,False,1898-1899,G,German,False,True
325,1898-11-26,1811,Karel van Walle,Abu-Hassan,Carl Maria von Weber,True,True,1898-1899,N,German,False,True
326,1898-11-26,1875,Karel van Walle,Het Gouden Kruis,Ignaz Brüll,True,True,1898-1899,N,German,False,True
327,1898-11-29,1805,Karel van Walle,Fidelio,Ludwig van Beethoven,True,True,1898-1899,N,German,False,True
328,1898-11-29,1811,Karel van Walle,Abu-Hassan,Carl Maria von Weber,True,True,1898-1899,N,German,False,True
329,1898-12-03,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,G,other,False,False
330,1898-12-06,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
331,1898-12-13,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
332,1898-12-10,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
333,1898-12-17,1849,Karel van Walle,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1898-1899,N,German,False,True
334,1898-12-20,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
335,1898-12-24,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
336,1898-12-27,1849,Karel van Walle,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1898-1899,N,German,False,True
337,1898-12-31,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,G,other,False,False
338,1899-01-03,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,G,other,False,False
339,1899-01-07,1850,Karel van Walle,Lohengrin,Richard Wagner,False,False,1898-1899,N,German,False,True
340,1899-01-10,1849,Karel van Walle,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1898-1899,N,German,False,True
341,1899-01-14,1850,Karel van Walle,Lohengrin,Richard Wagner,False,False,1898-1899,N,German,False,True
342,1899-01-17,1849,Karel van Walle,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1898-1899,N,German,False,True
343,1899-01-19,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
344,1899-01-21,1850,Karel van Walle,Lohengrin,Richard Wagner,False,False,1898-1899,N,German,False,True
345,1899-01-24,1875,Karel van Walle,Het Gouden Kruis,Ignaz Brüll,True,True,1898-1899,N,German,False,True
346,1899-01-24,?,Karel van Walle,'T Minnebrugje,Arthur Van Oost,True,True,1898-1899,N,Dutch,True,False
347,1899-01-28,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
348,1899-01-31,1787,Karel van Walle,Don Juan,Wolfgang Amadeus Mozart,False,False,1898-1899,N,other,False,False
349,1899-02-02,1845,Karel van Walle,Tannhauser,Richard Wagner,False,False,1898-1899,N,German,False,True
350,1899-02-04,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
351,1899-02-07,1884,Karel van Walle,De Trompetter van Sakkingen,Viktor Ernst Nessler,False,False,1898-1899,N,German,False,True
352,1899-02-11,?,Karel van Walle,De Twee Koningskinderen,Ernest Brengier,True,True,1898-1899,N,Dutch,True,False
353,1899-02-11,1899,Karel van Walle,Tifeene,Valentin Neuville,True,True,1898-1899,N,other,False,False
354,1899-02-11,?,Karel van Walle,'T Minnebrugje,Arthur Van Oost,True,True,1898-1899,N,Dutch,True,False
355,1899-02-14,1850,Karel van Walle,Lohengrin,Richard Wagner,False,False,1898-1899,N,German,False,True
356,1899-02-18,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
357,1899-02-21,1791,Karel van Walle,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1898-1899,N,German,False,True
358,1899-02-25,1899,Karel van Walle,Tifeene,Valentin Neuville,True,True,1898-1899,N,other,False,False
359,1899-02-25,1821,Karel van Walle,De Vrijschutter,Carl Maria von Weber,True,True,1898-1899,N,German,False,True
360,1899-02-28,1894,Karel van Walle,Cleopatra,August Enna,False,False,1898-1899,N,other,False,False
361,1899-03-04,1850,Karel van Walle,Lohengrin,Richard Wagner,False,False,1898-1899,N,German,False,True
362,1899-03-07,1896,Karel van Walle,Herbergprinses,Jan Blockx,False,False,1898-1899,G,Dutch,True,False
363,1899-03-11,1896,Karel van Walle,Herbergprinses,Jan Blockx,False,False,1898-1899,N,Dutch,True,False
364,1899-03-14,1896,Karel van Walle,Herbergprinses,Jan Blockx,False,False,1898-1899,N,Dutch,True,False
365,1899-03-16,1896,Karel van Walle,Herbergprinses,Jan Blockx,False,False,1898-1899,N,Dutch,True,False
366,1899-03-18,1850,Karel van Walle,Lohengrin,Richard Wagner,False,False,1898-1899,N,German,False,True
367,1899-03-19,1896,Karel van Walle,Herbergprinses,Jan Blockx,False,False,1898-1899,N,Dutch,True,False
368,1899-03-21,1845,Karel van Walle,Tannhauser,Richard Wagner,False,False,1898-1899,N,German,False,True
